Tropicana  100% Apple Juice ,100% Apple Juice ,Tropicana,Beverages,100 ml,100.00,46.00,,0.00,11.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lay's  Baked Cream Herb and Onion, Baked Cream Herb and Onion,Lay's,Branded,100 g ,100.00,459.00,7.40,15.40,72.70,9.40,,,,,,,,,,,,,,,,,,729.00,,,,,,,,,,,,,Potato chips
Lay's  Baked Original Salted, Baked Original Salted,Lay's,Branded,100 g ,100.00,459.00,7.40,15.40,72.70,10.50,,,,,,,,,,,,,,,,,,607.00,,,,,,,,,,,,,Potato chips
Pizza hut  Baked Pasta, Baked Pasta,Pizza hut,Branded,1 serving,,152.90,8.10,4.80,19.30,2.70,,2.70,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,
Lay's  Baked Sunkissed Tomato Flavour, Baked Sunkissed Tomato Flavour,Lay's,Branded,100 g ,100.00,459.00,7.40,15.40,72.70,8.70,,,,,,,,,,,,,,,,,,661.00,,,,,,,,,,,,,Potato chips
Starbucks  Banana Chocolate Chip Muffin, Banana Chocolate Chip Muffin,Starbucks,Branded,1 serving,,410.00,5.00,21.00,55.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbucks  Banana Loaf, Banana Loaf,Starbucks,Branded,1 serving,,430.00,6.00,17.00,63.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza hut  Banofee Pie, Banofee Pie,Pizza hut,Branded,1 serving,110.00,441.85,4.01,16.13,56.47,39.20,,,,,,,,,,,,,,,,,,208.12,,,,,,,,,,,,,
McDonald's  Barbecue Sauce, Barbecue Sauce,McDonald's,Branded,1 serving,25,50,0,0,12.00,7,0,0,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,
Starbucks  Bear Claw, Bear Claw,Starbucks,Branded,1 serving,,350.00,7.00,8.00,62.00,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Beef tallow semisolid                                          , Beef tallow semisolid                                          ,Fats & Oils,Ingredient,1 tbsp,13.00,115.00,0.00,13.00,0.00,0.00,0.00,6.37,5.35,0.51,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,<.1,0.00,0.00,0.00,0.00,0.00,,,,0
Costa  Belgian Chocolate Creamy Cooler Full Fat , Belgian Chocolate Creamy Cooler Full Fat ,Costa,Beverages,Small,,371.00,5.70,18.50,44.90,41.70,,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Creamy Cooler Full Fat , Belgian Chocolate Creamy Cooler Full Fat ,Costa,Beverages,Medium,,497.00,7.50,23.20,63.90,59.40,,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Creamy Cooler Skimmed , Belgian Chocolate Creamy Cooler Skimmed ,Costa,Beverages,Small,,333.00,5.80,14.10,45.20,42.10,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Creamy Cooler Skimmed , Belgian Chocolate Creamy Cooler Skimmed ,Costa,Beverages,Medium,,448.00,7.70,17.40,64.40,59.90,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Creamy Cooler Soya , Belgian Chocolate Creamy Cooler Soya ,Costa,Beverages,Small,,346.00,5.70,16.40,42.70,39.50,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Creamy Cooler Soya , Belgian Chocolate Creamy Cooler Soya ,Costa,Beverages,Medium,,464.00,7.50,20.40,61.10,56.40,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Belgian Chocolate Teacake , Belgian Chocolate Teacake ,Costa,Branded,1 serving,,399.00,4.70,18.60,52.40,42.70,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza hut  Berrilicious smoothie, Berrilicious smoothie,Pizza hut,Beverages,1 serving,238.00,145.18,2.62,3.57,25.23,10.95,,2.62,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,
Pizza hut  Berry vanilla shake, Berry vanilla shake,Pizza hut,Branded,1 serving,272.00,252.96,5.44,7.89,40.26,31.01,,5.63,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,
McDonald's  BigSpicy Paneer Wrap, BigSpicy Paneer Wrap,McDonald's,Branded,1 serving,272,808,24,51,62.00,6,5,24.1,,,,,,,,,,,,,,,,1830,,,,,,,,,,,,,
Lehar  Bikaneri Bhuja, Bikaneri Bhuja,Lehar,Branded,100 g ,100.00,627.00,11.80,49.50,33.60,1.00,,,,,,,,,,,,,,,,,,1000.00,,,,,,,,,,,,,Indian namkeen
Starbucks  Birthday Cake Pop, Birthday Cake Pop,Starbucks,Branded,1 serving,,170.00,1.00,9.00,22.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonald's  Black coffee, Black coffee,McDonald's,Beverages,1 serving,200.00,7.00,0.00,0.00,1.90,0.00,0.00,0.00,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
McDonald's  Black Tea, Black Tea,McDonald's,Beverages,1 serving,200.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
Dukes  Blue Lagoon Flavour (Party Mix), Blue Lagoon Flavour (Party Mix),Dukes,Beverages,100 g ,100.00,40.00,,,9.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbucks  Blueberry Bar, Blueberry Bar,Starbucks,Branded,1 serving,,380.00,5.00,19.00,50.00,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Blueberry Muffin , Blueberry Muffin ,Costa,Branded,1 serving,,447.00,5.50,21.80,56.80,29.50,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbucks  Blueberry Scone, Blueberry Scone,Starbucks,Branded,1 serving,,460.00,7.00,22.00,61.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC  Boneless Chicken Strips (regular size - 3 pcs), Boneless Chicken Strips (regular size - 3 pcs),KFC,Branded,1 serving,138.00,353.70,32.14,17.48,16.93,,,7.31,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,
Papa John's  Breadstic ks, Breadstic ks,Papa John's,Branded,"1 serving
(1.9 oz)",55.00,140.00,4.00,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  British Bacon with Lettuce and Tomato , British Bacon with Lettuce and Tomato ,Costa,Branded,1 serving,,397.00,21.20,13.80,46.20,5.10,,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  British Ham & Cheese Croissant , British Ham & Cheese Croissant ,Costa,Branded,1 serving,,341.00,12.10,19.30,28.80,3.40,,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  British Ham & Cheese Toastie , British Ham & Cheese Toastie ,Costa,Branded,1 serving,,311.00,16.50,6.00,46.60,1.40,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC  Brownie Sundae , Brownie Sundae ,KFC,Branded,1 serving,215.00,479.00,8.99,17.65,71.06,,,11.55,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,
 Butter                                              , Butter                                              ,Bread Spreads,Everyday meal,.5 cup,105.00,102.00,2.00,4.20,11.00,,0.00,2.90,,,,,,,,,,,,,,,,172.00,,,,,,,,,,,,,
 Butter                                                                     , Butter                                                                     ,Bread Spreads,Everyday meal,1 tbsp,15.00,108.00,1.00,12.00,0.10,0.00,0.00,6.13,5.00,0.43,0.00,0.00,32.00,103.00,0.00,0.01,0.01,<1,0.00,0.00,0.00,0.00,0.00,86.00,4.00,4.00,<1,<1,0.01,0.00,0.00,0.00,0.00,,,,0
Starbucks  Butter Croissant, Butter Croissant,Starbucks,Branded,1 serving,,250.00,3.00,14.00,25.00,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Butter Croissant , Butter Croissant ,Costa,Branded,1 serving,,261.00,5.10,16.20,23.30,4.50,,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbucks  Buttermilk Blueberry Muffin, Buttermilk Blueberry Muffin,Starbucks,Branded,1 serving,,380.00,5.00,18.00,50.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Caesar salad dressing                                              , Caesar salad dressing                                              ,Salad dressing,Everyday meal,2 tbsp,30.00,158.00,1.00,17.00,1.00,0.00,0.10,2.64,4.05,9.86,0.00,0.00,1.00,—,0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.05,323.00,9.00,7.00,1.00,—,0.03,0.00,0.00,0.00,0.00,,,,0
Costa  Caffé Caramella Full Fat , Caffé Caramella Full Fat ,Costa,Beverages,Small,,162.00,6.40,6.50,19.80,19.40,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Full Fat , Caffé Caramella Full Fat ,Costa,Beverages,Medium,,244.00,9.90,10.10,28.60,28.00,,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Full Fat , Caffé Caramella Full Fat ,Costa,Beverages,Large,,305.00,12.30,12.60,36.00,35.20,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Skimmed , Caffé Caramella Skimmed ,Costa,Beverages,Small,,112.00,6.60,0.70,20.30,19.80,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Skimmed , Caffé Caramella Skimmed ,Costa,Beverages,Medium,,164.00,10.10,0.80,29.40,28.80,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Skimmed , Caffé Caramella Skimmed ,Costa,Beverages,Large,,205.00,12.60,1.00,37.00,36.20,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Soya , Caffé Caramella Soya ,Costa,Beverages,Small,,129.00,6.40,3.60,17.00,16.40,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Soya , Caffé Caramella Soya ,Costa,Beverages,Medium,,190.00,9.90,5.60,24.10,23.20,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Caramella Soya , Caffé Caramella Soya ,Costa,Beverages,Large,,238.00,12.30,7.00,30.40,29.20,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Full Fat , Caffé Latte Full Fat ,Costa,Beverages,Small,,128.00,6.70,7.20,9.60,9.40,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Full Fat , Caffé Latte Full Fat ,Costa,Beverages,Medium,,201.00,10.40,11.10,15.10,14.70,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Full Fat , Caffé Latte Full Fat ,Costa,Beverages,Large,,259.00,13.50,14.40,19.50,19.00,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Skimmed , Caffé Latte Skimmed ,Costa,Beverages,Small,,70.00,6.90,0.30,10.20,10.00,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Skimmed , Caffé Latte Skimmed ,Costa,Beverages,Medium,,109.00,10.70,0.50,16.00,15.60,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Skimmed , Caffé Latte Skimmed ,Costa,Beverages,Large,,141.00,13.90,0.70,20.70,20.10,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Soya , Caffé Latte Soya ,Costa,Beverages,Small,,89.00,6.70,3.80,6.30,5.90,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Soya , Caffé Latte Soya ,Costa,Beverages,Medium,,140.00,10.40,6.00,9.90,9.20,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caffé Latte Soya , Caffé Latte Soya ,Costa,Beverages,Large,,180.00,13.50,7.70,12.80,11.90,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Full Fat , Cappuccino Full Fat ,Costa,Beverages,Small,,106.00,5.30,5.50,9.10,8.60,,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Full Fat , Cappuccino Full Fat ,Costa,Beverages,Medium,,163.00,8.20,8.70,13.40,12.80,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Full Fat , Cappuccino Full Fat ,Costa,Beverages,Large,,204.00,10.40,10.90,16.60,15.80,,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Skimmed , Cappuccino Skimmed ,Costa,Beverages,small,,63.00,5.40,0.50,9.50,9.10,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Skimmed , Cappuccino Skimmed ,Costa,Beverages,medium,,94.00,8.50,0.60,14.10,13.50,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Cappuccino Skimmed , Cappuccino Skimmed ,Costa,Beverages,large,,118.00,10.70,0.80,17.50,16.70,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Full Fat , Caramel Latte Cooler Full Fat ,Costa,Beverages,Small,,184.00,4.50,4.10,32.50,32.00,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Full Fat , Caramel Latte Cooler Full Fat ,Costa,Beverages,Medium,,254.00,5.50,4.90,47.20,46.30,,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Full Fat , Caramel Latte Cooler Full Fat ,Costa,Beverages,Large,,326.00,6.70,5.80,61.90,60.80,,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Skimmed , Caramel Latte Cooler Skimmed ,Costa,Beverages,Small,,156.00,4.50,0.80,32.80,32.30,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Skimmed , Caramel Latte Cooler Skimmed ,Costa,Beverages,Medium,,223.00,5.60,1.20,47.50,46.60,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Skimmed , Caramel Latte Cooler Skimmed ,Costa,Beverages,Large,,290.00,6.80,1.60,62.30,61.20,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Soya , Caramel Latte Cooler Soya ,Costa,Beverages,Medium,,233.00,5.50,3.10,45.40,44.40,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Cooler Soya , Caramel Latte Cooler Soya ,Costa,Beverages,Large,,302.00,6.70,3.70,59.90,58.70,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Full Fat , Caramel Latte Full Fat ,Costa,Beverages,Small,,154.00,6.40,6.90,16.90,16.70,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Full Fat , Caramel Latte Full Fat ,Costa,Beverages,Medium,,239.00,10.00,10.70,26.00,25.60,,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Full Fat , Caramel Latte Full Fat ,Costa,Beverages,Large,,310.00,12.90,13.80,34.00,33.50,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Skimmed , Caramel Latte Skimmed ,Costa,Beverages,Small,,98.00,6.60,0.30,17.50,17.20,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Skimmed , Caramel Latte Skimmed ,Costa,Beverages,Medium,,152.00,10.30,0.50,26.90,26.40,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Skimmed , Caramel Latte Skimmed ,Costa,Beverages,Large,,198.00,13.30,0.60,35.20,34.60,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Soya , Caramel Latte Soya ,Costa,Beverages,Small,,117.00,6.40,3.70,13.70,13.30,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Soya , Caramel Latte Soya ,Costa,Beverages,Medium,,181.00,10.00,5.70,21.00,20.30,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa  Caramel Latte Soya , Caramel Latte Soya ,Costa,Beverages,Large,,235.00,12.90,7.40,27.60,26.70,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza hut  Caribbean Choco Shake, Caribbean Choco Shake,Pizza hut,Beverages,1 serving,275.00,275.00,3.88,7.37,48.13,28.24,,5.58,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,
Costa  Chai Latte Full Fat , Chai Latte Full Fat ,Costa,Beverages,Small,,267.00,6.90,7.30,43.50,31.90,,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
